claim_id,title,description,url,publication_date,keywords,post_type
94,Was Ciara Born a Man?,Popular R&B singer Ciara was born male.,https://www.snopes.com/fact-check/false-ciara-was-born-a-man/,2005-02-24 00:00:00,"Ciara Born Man, Ciara Born male",FALSE
95,Cookie Monster Becomes Veggie Monster,Sesame Street’s Cookie Monster is being replaced by Veggie Monster,https://www.snopes.com/fact-check/monster-bawl/,2014-05-10 00:00:00,Cookie Monster Veggie Monster,FALSE
96,Hotel California,The Eagles song “Hotel California” is about Satanism,https://www.snopes.com/fact-check/hotel-california/,2014-04-24 00:00:00,Hotel California Satanism,FALSE
97,"Frosties ""They're Gonna Taste Great"" Actor Suicide"," The child actor who sang ""They're gonna taste great"" in a Kellogg's Frosties commercial committed suicide, was murdered by bullies, or died of cancer",https://www.snopes.com/fact-check/cereal-killers/,2014-04-10 00:00:00,"Frosties Suicide, They're gonna taste great Suicide",FALSE
98,Bobby McFerrin Suicide Rumor,"Bobby McFerrin, the artist who sang “Don’t Worry, Be Happy,” killed himself",https://www.snopes.com/fact-check/dont-worry-be-dead/,2014-03-16 00:00:00,"Bobby McFerrin Suicide, Bobby McFerrin kill himself",FALSE
99,Jerry ‘Beaver’ Mathers Killed in Vietnam?,Leave It to Beaver star Jerry Mathers was killed in action in Vietnam.,https://www.snopes.com/fact-check/believe-it-to-beaver/,2014-03-16 00:00:00,"Jerry Mathers killed, Jerry Mathers Vietnam, ",FALSE
100,Charlie Chaplin Dug Up,The mortal remains of Charlie Chaplin were abducted and held for ransom,https://www.snopes.com/fact-check/rest-in-piece/,2013-08-29 00:00:00,"Charlie Chaplin Dug Up, Charlie Chaplin ransom",TRUE
101,Mother and Child Reunion,Paul Simon took the title of his song “Mother and Child Reunion” from the name of a chicken-and-egg dish he spotted on a Chinese restaurant’s menu,https://www.snopes.com/fact-check/mother-and-child-reunion/,2013-07-26 00:00:00,"Paul Simon Chinese restaurant, Paul Simon chicken-and-egg, ",TRUE
102,Sylvester Stallone Porn Film,One of Sylvester Stallone's first screen efforts was a starring role in a porn film,https://www.snopes.com/fact-check/the-italian-stallion/,1997-06-09 00:00:00,"Sylvester Stallone Porn Film, Rocky Party at Kitty porn film",TRUE
103,Clint Eastwood is Stan Laurel’s Son?,Actor-director Clint Eastwood is the son of comic Stan Laurel,https://www.snopes.com/fact-check/clint-eastwood/,2013-06-22 00:00:00,Clint Eastwood Stan Laurel,FALSE
104,James Taylor’s Fire and Rain,The lyrics of James Taylor’s “Fire and Rain” chronicle his reaction to the death of his girlfriend in a plane crash,https://www.snopes.com/fact-check/fire-and-rain/,2013-06-10 00:00:00,James Taylor plane crash,FALSE
105,Kathy Griffin Tells Jesus to ‘Suck It’,"During the 2007 Emmy Awards ceremony, actress Kathy Griffin told Jesus to ""suck it"" and said that her Emmy was now her God",https://www.snopes.com/fact-check/griffin-riffin/,2017-06-02 00:00:00,"Kathy Griffin Tells Jesus, Kathy Griffin Emmy Awards Suck It, Kathy Griffin Emmy Awards Jesus",TRUE
106,"Sherlock Holmes ‘Elementary, My Dear Watson’","Sherlock Holmes said, “Elementary, my dear Watson",https://www.snopes.com/fact-check/elementary-my-dear-watson/,2013-01-09 00:00:00,"Sherlock Holmes Elementary, My Dear Watson",FALSE
107,Mark and Shania Twain,Shania Twain is the great-granddaughter of Mark Twain,https://www.snopes.com/fact-check/twain-of-thought/,2012-12-04 00:00:00,"Mark granddaughter Shania Twain, Mark grandfather Shania Twain",FALSE
108,Martha Raye in Vietnam,Actress Martha Raye entertained troops and tended to wounded soldiers in the field in Vietnam,https://www.snopes.com/fact-check/martha-raye/,2012-08-22 00:00:00,Martha Raye Vietnam,TRUE
109,Audrey Hepburn Beauty Tips,Actress Audrey Hepburn authored a pithy list of beauty tips,https://www.snopes.com/fact-check/my-fair-lady-2/,2012-05-25 00:00:00,Audrey Hepburn Beauty Tips,FALSE
110,Joshua Bell Plays in Subway,Violinist Joshua Bell played incognito in a Washington subway,https://www.snopes.com/fact-check/bell-curved/,2012-02-23 00:00:00,"Joshua Bell Subway, Joshua Bell play incognito",TRUE
111,Blood KISS Comic Book,Blood from KISS band members was mixed with the red ink used to print the first KISS comic book,https://www.snopes.com/fact-check/blood-money/,2011-06-19 00:00:00,"Blood KISS Comic Book, Blood KISS mixed Book",TRUE
112,Monkee Mike Nesmith and Liquid Paper,Monkee Mike Nesmith’s mother was the inventor of Liquid Paper correction fluid,https://www.snopes.com/fact-check/liquid-paperback-writer/,2011-05-21 00:00:00,"Monkee Mike Nesmith Liquid Paper, Nesmith inventor Liquid Paper",TRUE
113,Lady Gaga Is an Hermaphrodite?,Pop star Lady Gaga is an 'hermaphrodite,https://www.snopes.com/fact-check/bluffin-with-her-muffin/,2010-01-29 00:00:00,Lady Gaga Hermaphrodite,FALSE
114,Black American Express Card,American Express issues a special black card that allows its holders to buy anything,https://www.snopes.com/fact-check/black-american-express-card/,2011-04-21 00:00:00,"Black American Express Card, special black card buy anything",TRUE
115,Does a Ghost Boy Appear in ‘Three Men and a Baby,The ghostly image of a boy who died in the home where Three Men and a Baby was filmed can be seen in the finished movie,https://www.snopes.com/fact-check/three-men-and-a-ghost/,1997-06-02 00:00:00,"Ghost Boy Three Men and a Baby, dead Boy Three Men and a Baby",FALSE
116,Did Astronaut Mark Kelly Say the ‘Space Force’ Was a ‘Dumb Idea?’,"Astronaut Mark Kelly said President Trump's proposed ""Space Force"" military branch was a dumb idea.",https://www.snopes.com/fact-check/mark-kelly-space-force/,2018-08-13 00:00:00,"Mark Kelly Space Force, Space Force dumb idea Kelly, Trump Kelly Space Force",Fact
117,"President Trump may have greeted the 'Bikers for Trump' at one of his golf courses, but he didn't tweet a photograph of one of them bearing an 'SS' tattoo.","resident Trump shared an image of a ""Bikers for Trump"" member with Nazi tattoos, one of those who visited him at his golf club in Bedminister.",https://www.snopes.com/fact-check/bikers-for-trump-tattoos/,2018-08-13 00:00:00,"nazy tattoo trump, nazy tattoo donald, Bikers for Trump ss",Fact
118,Did Education Secretary Betsy DeVos Register Her Yacht in the Cayman Islands?,"Betsy DeVos owns a yacht called Seaquest, which she registered in the Cayman Islands to avoid U.S. taxes.",https://www.snopes.com/fact-check/betsy-devos-yacht-cayman/,2018-08-17 00:00:00,"Betsy DeVos Yacht, Yacht Cayman Betsy DeVos, Education Secretary register yacht, DeVos register yacht, DeVos yacht cayman",Mostly False
119,Did Ohio’s 12th Congressional District Have 170 Fraudulent ‘Voters’ Over 116 Years Old?,Ohio's 12th Congressional District recorded 170 fraudulent votes cast in August 2018 by persons with birthdates earlier than 1902.,https://www.snopes.com/fact-check/ohio-voter-fraud/,2018-08-16 00:00:00,"Ohio fraud vote 116, 170 Voters 116, 170 Voters 116 Ohio",Mostly False
120,Did an Audience Member Scare Trump by Shouting ‘Allahu Akbar’ at a Rally?,"A video shows an audience member scaring Donald Trump at a rally by screaming ""Allahu Akbar.""",https://www.snopes.com/fact-check/allahu-akbar-rally/,2018-08-15 00:00:00,"Trump scared Allahu Akbar, Trump Allahu Akbar, Trump scare Allahu Akbar, audience member scare trump, shout allahu scare Trump, crowd Allahu akbar Trump, Allahu akbar Trump panic",Miscaptioned
121,Did 600 Murders Take Place in Chicago Last Weekend?,Some 600 murders took place in Chicago during the second weekend of August 2018.,https://www.snopes.com/fact-check/600-murders-in-chicago/,2018-08-15 00:00:00,"600 murders Chicago, ",FALSE
122,"Did Fired FBI Agent Peter Strzok Tweet That President Trump is a ‘Dictator,’ a ‘Russian Asset,’ and an ‘Unhinged Madman?’","Former FBI agent Peter Strzok issued a tweet calling President Trump a ""dictator,"" a ""Russian asset,"" and an ""unhinged madman.",https://www.snopes.com/fact-check/peter-strzok-tweet-trump-dictator-unhinged-madman/,2018-08-14 00:00:00,"Peter Strzok Trump dictator, fbi agent Trump dictator, Strzok trump russian asset, Strzok trump madman, Strzok trump negative",FALSE
123,Did a Little Leaguer List a Porn Star as His Favorite Actor?,ESPN aired a graphic listing porn star Johnny Sins as a Little League baseball player's favorite actor.,https://www.snopes.com/fact-check/little-leaguer-porn-star/,2018-08-14 00:00:00,"Johnny Sins favorite actor, little leaguer porn star",FALSE
124,Did ‘VeggieTales’ Introduce a New Cannabis Character?,The animated children's program 'VeggieTales' introduced a cannabis character in August 2018.,https://www.snopes.com/fact-check/veggietales-cannabis-character/,2018-08-14 00:00:00,"VeggieTales cannabis character, VeggieTales cannabis",FALSE
125,Was the Father of the Man Accused of Training School Shooters the Keynote Speaker at Obama’s Democratic National Convention?,"Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was the keynote speaker at the 2012 Democratic National Convention.",https://www.snopes.com/fact-check/father-of-man-accused-training-school-shooters/,2018-08-11 00:00:00,"Siraj Wahhaj keynote speaker, Wahhaj keynote speaker 2012, Wahhaj obama convention, Imam obama convention",FALSE
126,Were ‘Winnie-the-Pooh’ Characters Created to Represent Different Mental Disorders?,A.A. Milne created the animal characters in 'Winnie-the-Pooh' to represent various mental disorders.,https://www.snopes.com/fact-check/winnie-the-pooh-mental-disorders/,2018-08-21 00:00:00,"Pooh mental disorder, Pooh mental illness, pooh mental health, Milne pooh mental",FALSE
127,Does Chelsea Clinton Wear an Upside-Down ‘Satanic’ Cross?,Chelsea Clinton wears an upside-down (inverted) cross that is symbolic of Satan worship.,https://www.snopes.com/fact-check/chelsea-clinton-upside-down-satanic-cross/,2018-08-22 00:00:00,"Chelsea Clinton satanic symbol, Chelsea Clinton satan symbol, Chelsea Clinton satanic cross, Chelsea Clinton wear satan, chelsea clinton wear Upside Down cross, chelsea clinton Upside Down, clinton wear upside",FALSE
128,Is Colin Kaepernick on the Cover of Time Magazine as the 2018 ‘Person of the Year?’,An image shows a 'Time' cover featuring Colin Kaepernick as the magazine's 'Person of the Year' for 2018.,https://www.snopes.com/fact-check/colin-kaepernick-2018-person-of-the-year/,2018-08-24 00:00:00,"Kaepernick Cover Time Magazine, Kaepernick Cover time, Kaepernick time magazine 2018, Kaepernick time magazine front, Kaepernick person year 2018",FALSE
129,Is Sheriff Joe Arpaio Taking Over John McCain’s Seat in the Senate?,Arizona's governor has appointed Sheriff Joe Arpaio to fill the late John McCain's U.S. Senate seat.,https://www.snopes.com/fact-check/joe-arpaio-taking-over-mccains-seat/,2018-08-28 00:00:00,"Sheriff Arpaio McCain Senate, Sheriff Arpaio replace McCain, Sheriff Arpaio McCain seat, Sheriff Arpaio McCain appoint, Sheriff Arpaio McCain take, Arpaio McCain senate seat, Arpaio McCain replacement senate",FALSE
130,Did a Scientific Study Prove That “Conspiracists” Are “The Most Sane of All?”,A scientific study demonstrated that conspiracy theorists are generally more sane than other people.,https://www.snopes.com/fact-check/conspiracists-most-sane/,2018-08-28 00:00:00,"study conspiracy theorists sane, Conspiracist most sane, conspiracy theorists more sane  ",FALSE
131,"""John McCain was pardoned for treason""",John McCain was pardoned for treason,https://www.politifact.com/punditfact/statements/2018/aug/27/blog-posting/sen-mccain-did-not-commit-treason-vietnam/,2018-08-27 00:00:00,"McCain pardon treason, McCain pardoned traitor, McCain pardoned viet cong",FALSE
132,"""Black business ownership jumped 400% in one year.""",Black business ownership jumped 400% in one year,https://www.politifact.com/punditfact/statements/2018/aug/27/blog-posting/black-business-ownership-didnt-increase-400-percen/,2018-08-20 00:00:00,"Black business jumped, black business 400%, Black ownership 400%",FALSE
133,"Trump: ""I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.""","Trump: ""I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.""",https://www.politifact.com/punditfact/statements/2018/aug/24/blog-posting/no-donald-trump-not-sending-troops-south-africa/,2018-08-24 00:00:00,"Trump troops South Africa, Trump send troops Africa, Trump intervention South Africa, Trump MILITARY SOUTH Africa",FALSE
134,"After McCain’s Death, a False Claim Resurfaces",John McCain — Did his plane fire missile and kill U.S. soldiers aboard ship?,https://www.factcheck.org/2018/08/after-mccains-death-a-false-claim-resurfaces/,2018-08-28 00:00:00,"mccaine killed 134 sailors, mccaine killed 134 men, mccaine killed Forrestal, mccaine accused Forrestal, mccaine responsible Forrestal",FALSE
135,Did Musician Sean Combs Fail to Buy a Twitter Handle from Comb-Seller ‘Sean’s Combs’?,Screenshots document musician Sean P. Diddy Combs' futile attempts to secure a Twitter handle from comb-seller 'Sean's Combs.',https://www.snopes.com/fact-check/sean-combs-twitter-handle/,2018-08-29 00:00:00,"Diddy twitter handle, Puff Daddy twitter handle, P.Diddy twitter handle, Sean Combs Twitter handle",FALSE
136,Did President Trump Say “Everybody Would Be Very Poor” If He Were Impeached?,President Trump said that “everybody would be very poor” if he were impeached.,https://www.snopes.com/fact-check/trump-impeach-market-crash/,2018-08-30 00:00:00,"Trump everybody poor impeached, ""everybody would be very poor"" trump, trump everybody poor impeached",TRUE
137,"West Virginia GOP right about job openings, unemployed workers","For only the second time since 2000, there are more job openings than Americans who are unemployed",https://www.politifact.com/truth-o-meter/statements/2018/aug/31/west-virginia-republican-party/wva-gop-right-about-job-openings-unemployed-worker/,2018-08-31 00:00:00,"more job Americans unemployed, june 6.7 million job,  more job openings than Americans who are unemployed",TRUE
138,Was John McCain's Body Carried to Washington on Air Force Two?,"Senator John McCain's remains were carried to Washington, D.C., on a Boeing C-32A airplane commonly used as ""Air Force Two.""",https://www.snopes.com/fact-check/mccain-carried-air-force-two/,2018-09-03 00:00:00,"McCain Air Force Two, McCain AirForce 2, McCain AirForce Two, McCain Air Force 2",TRUE
139,Trump claims Google 'rigged' searches against him but company denies it,Trump claims Google 'rigged' searches against him but company denies it,https://abcnews.go.com/Politics/trump-attacks-google-claims-prioritizes-fake-news-searches/story?id=57444232,2018-08-28 00:00:00,"trump google fake news, rigged against trump google, Trump News left google, Trump News bad google",Unproven
140,Did the EPA Just Approve Use of Asbestos in the U.S.?,Did the Environmental Protection Agency change its rules to allow companies to use asbestos in manufacturing?,https://www.factcheck.org/2018/09/did-the-epa-just-approve-use-of-asbestos-in-the-u-s/,2018-09-05 00:00:00,"EPA Asbestos, Environmental Protection Agency allow companies asbestos, EPA allow companies asbaestos",FALSE
141,Ted Cruz falsely says Beto O'Rourke said he was 'grateful' for U.S. flag burners,Ted Cruz falsely says Beto O'Rourke said he was 'grateful' for U.S. flag burners,https://www.politifact.com/texas/statements/2018/sep/05/ted-cruz/ted-cruz-falsely-says-beto-grateful-flag-burners/,2018-09-05 00:00:00,"O'Rourke grateful flag, BETO grateful flag",FALSE
142,Did Michael Jordan Resign from the Board at Nike and Take ‘Air Jordans’ with Him?,Michael Jordan resigned from the board at Nike and took his Air Jordan line of apparel with him.,https://www.snopes.com/fact-check/jordan-nike-board/,2018-09-05 00:00:00,"Jordan Resign nike, Jordan left nike, Jordan walked away NIKE, jordan left nike",FALSE
143,Did Democrats Demand That Brett Kavanaugh Submit to a DNA Test to Prove He’s Not Actually Hitler?,"During confirmation hearings for Supreme Court nominee Brett Kavanaugh, congressional Democrats demanded that the nominee undergo DNA testing to prove he is not Adolf Hitler.",https://www.snopes.com/fact-check/democrats-demand-kavanaugh-dna-test/,2018-09-05 00:00:00,"Kavanaugh dna hitler, Kavanaugh dna democrats, Brett Kavanaugh hitler, Brett Kavanaugh adolf",FALSE
144,Did a New Book Reveal President Trump’s Fear of Oval Office Ghosts?,An excerpt from Bob Woodward's book 'Fear' states that President Trump believes that the ghosts of past presidents are haunting the Oval Office.,https://www.snopes.com/fact-check/trump-oval-office-ghosts/,2018-09-05 00:00:00,"Woodward trump ghosts oval, trump ghosts fear, Trump scared ghosts Woodward",FALSE
145,Did the University of Alabama Cut Ties with Nike Over the Colin Kaepernick Endorsement Deal?,"In September 2018, the University of Alabama football program ended its uniform contract with Nike, in response to Nike's endorsement deal with Colin Kaepernick.",https://www.snopes.com/fact-check/nike-alabama/,2018-09-05 00:00:00,"University Alabama Nike, University of Alabama nike Kaepernick",FALSE
146,"Ken Paxton draws on debunked figures, says 'illegals' committed 600,000 crimes in Texas since 2011","Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides.""",https://www.politifact.com/texas/statements/2018/sep/07/ken-paxton/ken-paxton-draws-debunked-figures-says-illegals-co/,2018-09-07 00:00:00,"illegals 600,000 crimes Texas, illegals 600,000 Texas 2011, illegal 600,000 Texas 2011, illegal 600,000 crimes Texas",FALSE
147,Donald Trump wrongly says Social Security and Medicare are stronger,"""We’re making (Medicare) stronger. We’re making Social Security stronger.""",https://www.politifact.com/truth-o-meter/statements/2018/sep/06/donald-trump/donald-trump-wrongly-says-social-security-and-medi/,2018-09-06 00:00:00,"Social Security stronger trump, medicare stronger trump",FALSE
148,Did a Man Accidentally Burn His Home Down After Lighting Nike Shoes on Fire?,A man accidentally burned down his home while attempting to set his Nike shoes on fire in protest over the company's ties with Colin Kaepernick.,https://www.snopes.com/fact-check/house-fire-nike-shoes-burn/,2018-09-07 00:00:00,"burned home nike, burned house nike",FALSE
149,Did a Man High on Bath Salts Cut Off His Genitals and Microwave Them?,A man high on bath salts cut off his genitals and microwaved them.,https://www.snopes.com/fact-check/bath-salts-genitals-microwave/,2018-09-07 00:00:00,"high cut genitals microwaved, high cut dick microwaved",FALSE
150,Was Sasha Obama Expelled from School After Going on an Anti-White Rant?,Sasha Obama was expelled from school after she went on a racist anti-white rant.,https://www.snopes.com/fact-check/sasha-obama-school-rant/,2018-09-06 00:00:00,"Sasha Obama expelled white, Sasha Obama expelled rant, Sasha Obama expelled racist",FALSE
151,Did Nike Urge Disgruntled Consumers to Donate Their Unwanted Shoes to Veterans?,Nike released a statement urging disgruntled consumers to donate clothing to veterans rather than burning it.,https://www.snopes.com/fact-check/nike-donate-clothing-veterans/,2018-09-08 00:00:00,Nike donate veterans,FALSE
152,Girl in Trump Rally Video Not Related to Pelosi,Was Nancy Pelosi’s granddaughter seen wiping her nose with the American flag?,https://www.factcheck.org/2018/09/girl-in-trump-rally-video-not-related-to-pelosi/,2018-09-11 00:00:00,"Pelosi granddaughter trump rally, Pelosi granddaughter nose flag",FALSE
153,"""Miami Dolphins fire 2 kneeling players before pre-season kickoff.""",Miami Dolphins fire 2 kneeling players before pre-season kickoff.,https://www.politifact.com/facebook-fact-checks/statements/2018/sep/10/blog-posting/miami-dolphins-hasnt-fired-national-anthem-kneeler/,2018-09-10 00:00:00,"Miami Dolphins fire players, MiamiDolphins fire players, MiamiDolphins fire kneelers, Miami Dolphins fire kneelers",FALSE
154,"Says at his confirmation hearing Brett Kavanaugh said birth control methods could be considered ""abortion-inducing drugs.""",Did Brett Kavanaugh call birth control abortion-inducing drugs? No,https://www.politifact.com/truth-o-meter/statements/2018/sep/10/kamala-harris/brett-kavanaugh-birth-control-abortion-inducing/,2018-09-10 00:00:00,"Kavanaugh birth control drugs, Kavanaugh abortion-inducing drugs",FALSE
155,Did Growers in Colorado Crossbreed Marijuana with a Venus Flytrap?,A video shows a new species of plant created by crossbreeding marijuana with a Venus flytrap.,https://www.snopes.com/fact-check/marijuana-flytrap-crossbreed/,2018-09-09 00:00:00,marijuana Venus flytrap,FALSE
156,Is The Great Pyramid of Giza’s Location Related to the Speed of Light?,The Great Pyramid of Giza’s location is linked to the speed of light.,https://www.snopes.com/fact-check/pyramid-location-speed-light/,2018-09-09 00:00:00,Pyramid Giza speed light,FALSE
157,Danny Trejo Death Hoax,Actor Danny Trejo has passed away at age 74.,https://www.snopes.com/fact-check/danny-trejo-passing/,2018-09-10 00:00:00,"Danny Trejo dead, Danny Trejo died, Danny Trejo passed away, Danny Trejo rip, Danny Trejo dies",FALSE
158,Did Madonna Say She Would Vote for President Trump in 2020?,"In an interview with Fox News in September 2018, Madonna said she regretted not voting for Donald Trump in 2016 and would support him in 2020.",https://www.snopes.com/fact-check/madonna-trump-2020/,2018-09-10 00:00:00,madonna vote trump 2020,FALSE
159,Did Nike Fire Colin Kaepernick After an Arrest?,"Nike, Inc. canceled their endorsement contract with former NFL player Colin Kaepernick after he was arrested for trespassing on a football field.",https://www.snopes.com/fact-check/nike-fire-colin-kaepernick-after-arrest/,2018-09-10 00:00:00,"Nike Kaepernick fire arrest, nike Kaepernick arrested, nike Kaepernick nike deal lost",FALSE
160,Did Ford Make Colin Kaepernick the Face of Their New Ad Campaign?,"Ford USA announced in September 2018 that Colin Kaepernick would star in their new ""Built Ford Tough"" advertisements.",https://www.snopes.com/fact-check/ford-kaepernick-ad-campaign/,2018-09-10 00:00:00,"Kaepernick Ford Ad Campaign, Kaepernick Ford advertisement, Kaepernick Ford advertising",FALSE
161,Does This Photograph Show Barron Trump Wearing Nike Shoes?,President Donald Trump's son Barron was once photographed wearing Nike brand shoes,https://www.snopes.com/fact-check/barron-trump-nike/,2018-09-11 00:00:00,"Barron Trump Nike, son president wear Nike, trump son wear nike",TRUE
162,Were Immigrant Teenagers Strapped to Chairs with Bags Over Their Heads?,Detained immigrant children were strapped to chairs with bags over their heads.,https://www.snopes.com/fact-check/immigrant-teenagers-strapped-to-chairs-with-bags-over-their-heads/,2018-09-10 00:00:00,"Immigrant Teenagers Strapped Chairs, Immigrant children Strapped Chairs, Immigrant children strapped virginia, Immigrant Teenagers Strapped virginia,",TRUE
163,Has Warrick Dunn Built More Than 145 Homes for Single Parents?,"Warrick Dunn started a charitable program to house single-parent families in honor of his mother, a police officer who was killed when he was a teenager.",https://www.snopes.com/fact-check/warrick-dunn-build-homes/,2018-09-11 00:00:00,"Warrick Dunn 145 homes, Warrick Dunn 145 houses,",TRUE
164,Will Drinking a Young Person’s Blood Provide Anti-Aging Health Benefits?,A scientific study has concluded that “drinking young people’s blood” provides health and longevity benefits.,https://www.snopes.com/fact-check/drink-young-blood-health/,2018-09-11 00:00:00,"Drinking Young Blood health, Drinking Young Blood longevity, Drink Young Blood health",FALSE
165,"Madonna ‘Livid’ Over Lady Gaga’s ‘A Star Is Born’ Getting Oscar Buzz, Despite Report","Madonna ‘Livid’ Over Lady Gaga’s ‘A Star Is Born’ Getting Oscar Buzz, Despite Report",https://www.gossipcop.com/madonna-lady-gaga-star-is-born-oscar-buzz/,2018-09-11 00:00:00,Madonna Gaga oscar,FALSE
166,Did Donald Trump Proclaim That ‘Dogs Are Disgusting’?,"Donald Trump once said ""I never understood why people like dogs. Dogs are disgusting.""",https://www.snopes.com/fact-check/donald-trump-dogs-disgusting/,2018-09-12 00:00:00,trump proclaim dogs disgusting,FALSE
167,"Did Colin Kaepernick Donate $25,000 to a Group Honoring Assata Shakur?","Colin Kaepernick made a $25,000 donation to an activist group named after Assata Shakur, who was convicted in the murder of a police officer.",https://www.snopes.com/fact-check/colin-kaepernick-assata-shakur/,2018-09-12 00:00:00,"Kaepernick $25,000 Assata Shakur, Kaepernick $25,000 Black Liberation, Kaepernick $25k Assata Shakur, Kaepernick $25k Black Liberation, Kaepernick $25k murderer, Kaepernick $25,000 murderer, Kaepernick $25,000 Assanta Daughters, Kaepernick $25k Assanta Daughters, Kaepernick $25k killer, Kaepernick $25,000 killer",TRUE
168,Does Nike Own Chevrolet?,The Nike sports apparel company owns the Chevrolet automobile brand.,https://www.snopes.com/fact-check/does-nike-own-chevrolet/,2018-09-12 00:00:00,"nike owns Chevrolet, nike own chevrolet",FALSE
169,Kaepernick Arrest Story is False,Was Colin Kaepernick arrested during an NFL game on Sept. 9?,https://www.factcheck.org/2018/09/kaepernick-arrest-story-is-false/,2018-09-14 00:00:00,"""Kaepernick arrested"", ""Kaepernick arrest""",FALSE
170,‘Muslim Spy’ Falsehood Circulates Again,Did President Trump find a “Muslim spy” in the White House?,https://www.factcheck.org/2018/09/muslim-spy-falsehood-circulates-again/,2018-09-14 00:00:00,"Muslim spy White House, Muslim spy White House trump",FALSE
171,Apple offbeat in claim about ‘first’ EKG consumer product,"The new Apple Watch Series 4 includes ""the first ECG product offered over-the-counter directly to consumers.",https://www.politifact.com/california/statements/2018/sep/14/jeff-williams/apple-beat-claim-about-first-ekg-consumer-product/,2018-09-14 00:00:00,"Apple watch first ECG, apple 4 first ECG, Apple watch first EKG, apple 4 first EKG, Apple watch first ELECTROCARDIOGRAM",FALSE
172,"No, congressional candidate Scott Wallace does not want to tax families for 'breeding'",Scott Wallace wants to tax families of five for 'irresponsible breeding',https://www.politifact.com/pennsylvania/statements/2018/sep/14/national-republican-congressional-committee/no-congressional-candidate-scott-wallace-does-not-/,2018-09-12 00:00:00,"Wallace tax families breeding, Scott Wallace tax families, Wallace tax families, Wallace irresponsible breeding",FALSE
173,Conspiracy website objects to Barack Obama calling out conspiracy theories,"Says Barack Obama ""referred to the carnage that took place in Benghazi as a conspiracy theory",https://www.politifact.com/facebook-fact-checks/statements/2018/sep/14/blog-posting/conspiracy-website-objects-barack-obama-calling-ou/,2018-09-14 00:00:00,"Obama Benghazi conspiracy, obama benghazi massacre",FALSE
174,"Yes, $10 million were transferred from FEMA to ICE",Says the Trump administration transferred $10 million from FEMA to ICE.,https://www.politifact.com/truth-o-meter/statements/2018/sep/13/jeff-merkley/yes-10-million-were-transferred-fema-ice/,2018-09-11 00:00:00,"Trump $10M FEMA ICE, Trump $10 FEMA ICE",TRUE
175,Did NRATV Digitally Add Ku Klux Klan Hoods to Thomas the Tank Engine Characters?,"In September 2018, Dana Loesch hosted an NRA television segment that showed Thomas the Tank Engine characters wearing digitally-added Ku Klux Klan hoods.",https://www.snopes.com/fact-check/nra-thomas-friends-kkk/,2018-09-14 00:00:00,"NRATV Klux Hoods, Loesch klux hoods, nra klux hoods",TRUE
176,Did the National Association of Police Organizations Call for a Boycott of Nike?,"The police union's president called Colin Kaepernick a ""shallow dilettante"" who disrespected the American flag in a letter to Nike's CEO. The National Association of Police Organizations called on its members to boycott Nike after the company announced a commercial deal with Colin Kaepernick.",https://www.snopes.com/fact-check/napo-police-boycott-nike/,2018-09-14 00:00:00,"Association Police boycott Nike, NAPO boycott Nike, Kaepernick shallow dilettante",TRUE
177,Was President Trump’s 9/11 ‘Fist Pump’ a Greeting to a Cancer Victim?,President Trump's notorious 'fist pump' at a Pennsylvania airport on 9/11 was offered as a greeting to a cancer victim.,https://www.snopes.com/fact-check/trump-fistpump-cancer-greeting/,2018-09-16 00:00:00,"trump fist pump cancer, trump fist pump",FALSE
178,Was the Appointment of Dr. Jerome Adams as Surgeon General Ignored by the Press?,The appointment of Dr. Jerome Adams as Surgeon General was ignored by the press because he's African-American.,https://www.snopes.com/fact-check/adams-surgeon-general-ignored/,2018-09-17 00:00:00,"Adams Surgeon general, Jerome Adams Surgeon General press, Jerome Adams Surgeon General media",FALSE
179,"Justin Bieber, Hailey Baldwin “Married” Reports Are Why Fact-Checking Is So Important","Justin Bieber is NOT married to Hailey Baldwin, though dozens of outlets had falsely reported on Friday they tied the knot.",https://www.gossipcop.com/justin-bieber-hailey-baldwin-not-married-fact-check-wedding/,2018-09-14 00:00:00,"bieber baldwin marriage, bieber baldwin married, bieber baldwin marry",FALSE
180,Shaq Didn’t Call Trump the ‘Best President’,"Since at least December, a slew of websites and YouTube channels have published stories or videos that wrongly attribute various quotes praising President Donald Trump to O’Neal, the former NBA star.",https://www.factcheck.org/2018/09/shaq-didnt-call-trump-the-best-president/,2018-09-17 00:00:00,"Shaq TRUMP BEST PRESIDENT, Shaquille TRUMP BEST PRESIDENT",FALSE
181,"Bogus Jennifer Lawrence Quote on 9/11, Trump",Jennifer Lawrence linked 9/11 with the election of President Trump,https://www.factcheck.org/2018/09/bogus-jennifer-lawrence-quote-on-9-11-trump/,2018-09-20 00:00:00,Lawrence 9/11 Trump,FALSE
